Date/Time,# Satellites,Horizontal DOP,Latitude,Longitude,Altitude,Course,Speed (kt/100),Speed (km/h),From Home (m)
2017-06-23T14:43:02Z,6,130,47.166217,7.634873,493.30,38.94,,1.63,15.82
2017-06-23T14:43:02Z,6,130,47.166217,7.634873,493.30,38.94,,1.63,15.82
